kmeans_recursive,nli,0,(2.9565008452444856, 1.2584607037395659, 1.6980401415049198, 96.16986761490504)
kmeans_recursive,nli,1,(4.412553987651033, 1.1391144264901414, 3.2734395611608917, 94.40999248671153)
kmeans_recursive,nli,2,(6.410302922921013, 1.2535541737169318, 5.156748749204081, 85.88005509554294)
kmeans_recursive,nli,3,(8.87794014733824, 1.2541520357695535, 7.623788111568686, 78.27954458467889)
kmeans_recursive,tfidf,0,(3.8187790712830814, 1.0245397162656442, 2.794239355017437, 100.00000000000001)
kmeans_recursive,tfidf,1,(5.875684781259296, 1.0926414985889217, 4.783043282670374, 81.4993876204378)
kmeans_recursive,tfidf,2,(7.298866913509154, 1.1001115184899377, 6.198755395019216, 67.28230904883226)
kmeans_recursive,tfidf,3,(8.742268175980035, 1.1227945586655257, 7.61947361731451, 60.70341375894897)
hercules,nli,0,(4.016921831124953, 1.3287606370042708, 2.688161194120682, 87.29536632696788)
hercules,nli,1,(7.352918552562681, 1.531771122726069, 5.8211474298366115, 86.54578275540295)
hercules,nli,2,(8.539671577301633, 1.7382723147729984, 6.801399262528634, 77.42908997278587)
hercules,nli,3,(7.849455931096579, 1.5879951961558971, 6.261460734940682, 61.80153448207706)
hercules,nli,4,(11.61394792120809, 1.8077656659950723, 9.806182255213018, 53.25550459617493)
hercules,nli,5,(12.13765373445508, 1.6628303448275374, 10.474823389627543, 51.522950554157006)
hercules,nli,mean,6.975529044377862
hercules,tfidf,0,(6.071397755828958, 0.910740524462388, 5.16065723136657, 76.66913762336735)
hercules,tfidf,1,(9.973779771335968, 1.1750778961609907, 8.798701875174977, 60.33126260026487)
hercules,tfidf,2,(14.145903788006455, 1.1759525244676663, 12.969951263538789, 49.19177980608842)
hercules,tfidf,3,(13.30143954226181, 1.150452100121252, 12.15098744214056, 44.544107029809595)
hercules,tfidf,4,(19.633237171997116, 1.1068117519541893, 18.526425420042926, 39.68819147772259)
hercules,tfidf,5,(19.586221971270575, 1.0577131037499465, 18.528508867520628, 36.4448299837017)
hero,nli,0,(5.893609130653974, 1.5699327652118882, 4.323676365442086, 94.50974961121877)
hero,nli,1,(13.005697108313843, 1.657887567929322, 11.347809540384521, 90.69254976861617)
hero,nli,2,(13.96682165083585, 1.7372833204482245, 12.229538330387626, 76.501425224192)
hero,nli,3,(15.480124947335979, 1.5752634126901706, 13.904861534645807, 72.15994029652839)
hero,nli,4,(21.36166182637433, 1.62664711283131, 19.73501471354302, 64.61986870888401)
hero,nli,5,(23.668009560059723, 1.3895852350719757, 22.278424324987746, 53.13754002472349)
hero,nli,mean,13.969887468231803
hero,tfidf,0,(5.5142830896569315, 0.8257262042567732, 4.688556885400159, 82.07622880185109)
hero,tfidf,1,(12.254197880477891, 1.0461052012771805, 11.20809267920071, 70.63719035284443)
hero,tfidf,2,(17.35333210791388, 1.0427314079390178, 16.31060069997486, 57.463010347280765)
hero,tfidf,3,(21.221069077721996, 1.0082694014738018, 20.212799676248196, 48.31414201258286)
hero,tfidf,4,(26.60826247862795, 0.961751064803232, 25.64651141382472, 43.97634825248944)
hero,tfidf,5,(30.343350709389732, 1.0230373284319974, 29.320313380957735, 45.91571579947984)
